track_id,acousticness,danceability,instrumentalness
2,0.4166752327,0.6758939853,0.010628068300000001
3,0.3744077685,0.5286430621,0.0018511032
5,0.0435668989,0.7455658702,0.0006967989999999999
10,0.9516699648,0.6581786543,0.9654270154000001
134,0.4522173071,0.5132380502,0.0194426943
139,0.10654952529999999,0.2609111726,0.8350869898000001
140,0.3763124975,0.7340790229,0.6695811237
141,0.9636568795999999,0.43593299799999996,0.34549349090000003
142,0.6628811246,0.37906547659999995,0.9102661844
144,0.9090114288,0.4436425913,0.9240916995999999
145,0.2355061866,0.43867169240000004,0.7161218401
146,0.5320194932,0.4176809211,0.4025004064
147,0.7784099162,0.7066810633,0.8067025984999999
153,0.9883055495999999,0.2556609004,0.9730057241
154,0.9701348868999999,0.35294613119999996,0.9571128851999999
155,0.9816573443000001,0.1422492483,0.9672939775
169,0.989141175,0.2259775281,0.2630762793
170,0.8866597102,0.2985183025,0.9209504901000001
171,0.6982777611,0.28581564579999996,0.9556913003
172,0.8155489042,0.14412507119999998,0.9004301244
173,0.8421128878,0.2852932287,0.9516243456
174,0.3673926458,0.3396980706,0.9091861794
175,0.9939276168000001,0.3100899771,0.2743114791
176,0.8335160134999999,0.2065092789,0.9408410856
177,0.7542752993,0.20911290649999997,0.7368654346
178,0.9955533218000001,0.18614592989999998,0.9551374475
179,0.9588732916,0.2746088553,0.9193623081
189,0.9936702086,0.6225780356,0.9728700043
190,0.9906294901999999,0.5007534567,0.10283844380000001
191,0.9824639154000001,0.28655729329999996,0.9429368516
192,0.9928656425,0.653847565,0.3384042114
193,0.9140388753,0.6406010435,0.7605621934000001
194,0.9929059493000001,0.49473017659999996,0.618086852
195,0.9894955507,0.49398945619999995,0.9684166432
196,0.9954594975,0.3700605051,0.9728133564
197,0.9835851840000001,0.6026565649,0.7917134418
198,0.9947583569,0.4444766366,0.9073222684000001
199,0.8370462240000001,0.6526869632,0.9139808956000001
200,0.9601916036,0.21592592859999998,0.8029777144
201,0.9918128928,0.461854871,0.964922262
202,0.9948479145999999,0.5716589366,0.9688926848999999
203,0.9927647775,0.5889867604,0.0873760557
204,0.9767540277,0.4134284125,0.2648709939
205,0.9955932412,0.2908936588,0.965615896
206,0.9956487220999999,0.4031290025,0.9728700043
207,0.9872581156,0.6337333928,0.91008157
208,0.9857274225,0.4165116076,0.7833436078
209,0.9952728476,0.4806609025,0.8969551174
210,0.9895332895000001,0.43018957979999994,0.5246838508
211,0.9911357831000001,0.6055538261,0.8060266737
212,0.8440504744,0.6687378163000001,0.0298648372
213,0.933741035,0.3127198225,0.9192423237
226,0.1325832964,0.5411565335,0.8826174388
228,0.016759124099999998,0.36195544960000003,0.922775365
236,0.2300126484,0.8489183547,0.8200668647
237,0.9683181687000001,0.3062691187,0.9562061822
238,0.9761979688,0.245786029,0.9614360163
247,0.9933968022,0.44197155479999994,0.938292699
249,0.9797552518000001,0.3717837511,0.9688381615
252,0.9931880002,0.7101448519,0.9463424718000001
255,0.9873281737,0.7035909912999999,0.9017230301000001
256,0.4302465419,0.2620499343,0.8966929619
257,0.35708557469999996,0.1893451584,0.9456612187000001
258,0.061475306900000005,0.2876325615,0.8752996372
